,Left_ch,Right_ch,time
278,49.76,34.15,1688373494.432
279,38.62,28.42,1688373494.439
280,26.36,25.31,1688373494.441
281,19.76,22.07,1688373494.444
282,21.46,25.17,1688373494.446
283,22.5,28.7,1688373494.451
284,24.38,30.47,1688373494.454
285,26.36,32.81,1688373494.461
286,27.77,33.5,1688373494.465
287,25.71,29.14,1688373494.466
288,21.24,24.99,1688373494.468
289,15.69,21.02,1688373494.478
290,13.41,21.53,1688373494.48
291,13.2,25.13,1688373494.483
292,15.18,28.99,1688373494.485
293,10.71,28.74,1688373494.501
294,6.27,21.17,1688373494.504
295,6.17,16.41,1688373494.507
296,8.04,11.72,1688373494.513
297,10.28,13.88,1688373494.517
298,9.27,16.08,1688373494.521
299,8.76,19.62,1688373494.521
300,5.23,18.28,1688373494.523
301,5.48,17.85,1688373494.533
302,5.23,15.65,1688373494.535
303,4.15,18.75,1688373494.538
304,2.27,18.32,1688373494.54
305,0.0,16.44,1688373494.548
306,-2.52,10.1,1688373494.553
307,-4.72,3.46,1688373494.555
308,-6.02,1.69,1688373494.557
309,-1.8,6.09,1688373494.563
310,7.72,15.11,1688373494.565
311,17.53,22.03,1688373494.575
312,22.97,23.84,1688373494.576
313,15.58,20.19,1688373494.584
314,1.33,13.05,1688373494.587
315,-12.3,10.46,1688373494.59
316,-21.56,16.08,1688373494.591
317,-20.23,21.6,1688373494.599
318,-21.38,24.92,1688373494.602
319,-25.67,21.64,1688373494.604
320,-35.45,10.6,1688373494.609
321,-42.62,4.62,1688373494.619
322,-40.28,7.93,1688373494.619
323,-39.27,15.83,1688373494.622
324,-41.29,18.82,1688373494.652
325,-53.12,14.93,1688373494.653
326,-66.57,4.15,1688373494.681
327,-70.79,-1.48,1688373494.707
328,-57.19,-0.43,1688373494.721
329,-39.67,5.48,1688373494.721
330,-25.03,6.27,1688373494.722
331,-26.65,1.59,1688373494.723
332,-34.69,-5.01,1688373494.723
333,-46.77,-10.06,1688373494.724
334,-46.59,-8.51,1688373494.724
335,-39.34,-1.91,1688373494.726
336,-33.43,3.82,1688373494.726
337,-34.04,8.01,1688373494.726
338,-38.87,10.06,1688373494.726
339,-42.66,8.33,1688373494.726
340,-41.83,1.05,1688373494.726
341,-33.39,-5.59,1688373494.726
342,-23.91,-8.47,1688373494.726
343,-15.9,-7.07,1688373494.729
344,-13.74,-0.32,1688373494.729
345,-12.4,6.64,1688373494.729
346,-14.75,9.09,1688373494.729
347,-23.4,6.45,1688373494.729
348,-29.57,1.77,1688373494.729
349,-34.51,-2.52,1688373494.729
350,-31.55,-3.28,1688373494.733
351,-22.39,-2.24,1688373494.733
352,-15.51,-2.6,1688373494.74
353,-10.75,-4.26,1688373494.741
354,-11.39,-9.77,1688373494.743
355,-17.81,-17.34,1688373494.746
356,-19.44,-28.16,1688373494.75
357,-19.0,-35.66,1688373494.76
358,-15.04,-43.96,1688373494.761
359,-13.34,-51.46,1688373494.767
360,-9.05,-51.49,1688373494.768
361,-6.35,-46.55,1688373494.77
362,-7.54,-33.25,1688373494.775
363,-6.35,-20.05,1688373494.784
364,-10.24,-15.0,1688373494.786
365,-16.91,-22.57,1688373494.791
366,-23.04,-32.92,1688373494.796
367,-22.5,-39.13,1688373494.801
368,-15.65,-38.33,1688373494.801
369,-6.35,-35.66,1688373494.802
370,0.97,-36.56,1688373494.813
371,-2.06,-36.42,1688373494.813
372,-10.89,-32.6,1688373494.816
373,-18.86,-18.5,1688373494.819
374,-22.93,-6.17,1688373494.82
375,-17.56,-3.46,1688373494.829
376,-11.65,-8.76,1688373494.835
377,-4.51,-13.99,1688373494.835
378,-2.67,-11.0,1688373494.846
379,-4.62,1.26,1688373494.847
380,-11.58,10.31,1688373494.849
381,-22.86,10.2,1688373494.853
382,-25.96,1.26,1688373494.854
383,-23.55,-10.64,1688373494.856
384,-14.86,-19.51,1688373494.867
385,-4.44,-21.13,1688373494.871
386,-4.11,-23.66,1688373494.872
387,-13.99,-29.14,1688373494.88
388,-26.0,-37.94,1688373494.882
389,-29.39,-47.96,1688373494.889
390,-21.64,-55.75,1688373494.889
391,-5.77,-62.56,1688373494.897
392,5.95,-68.73,1688373494.898
393,5.41,-69.81,1688373494.901
394,-4.36,-71.65,1688373494.906
395,-15.15,-72.99,1688373494.907
396,-17.78,-78.14,1688373494.908
397,-14.39,-89.54,1688373494.916
398,-8.33,-99.78,1688373494.92
399,-9.34,-105.11,1688373494.922
400,-12.48,-99.35,1688373494.924
401,-13.02,-86.8,1688373494.926
402,-10.24,-73.96,1688373494.935
403,-1.08,-63.0,1688373494.939
404,5.05,-52.36,1688373494.941
405,2.92,-42.51,1688373494.95
406,-6.92,-34.26,1688373494.953
407,-20.12,-28.2,1688373494.956
408,-26.36,-27.87,1688373494.961
409,-23.58,-31.05,1688373494.967
410,-13.56,-37.21,1688373494.969
411,-0.5,-41.9,1688373494.972
412,7.5,-46.45,1688373494.974
413,6.38,-53.95,1688373494.976
414,-0.07,-60.4,1688373494.979
415,-8.04,-67.9,1688373494.988
416,-10.64,-75.33,1688373494.991
417,-5.55,-80.88,1688373494.995
418,5.84,-88.35,1688373495.005
419,15.33,-95.13,1688373495.007
420,13.85,-104.65,1688373495.01
421,0.79,-114.67,1688373495.011
422,-16.8,-127.51,1688373495.021
423,-32.6,-146.73,1688373495.024
424,-34.51,-165.05,1688373495.025
425,-19.98,-181.31,1688373495.053
426,9.3,-186.68,1688373495.076
427,40.28,-183.47,1688373495.079
428,62.6,-180.55,1688373495.089
429,67.4,-185.13,1688373495.089
430,55.14,-196.56,1688373495.09
431,36.89,-210.23,1688373495.09
432,16.62,-225.23,1688373495.09
433,6.71,-238.14,1688373495.091
434,1.15,-255.63,1688373495.091
435,1.98,-268.11,1688373495.092
436,6.74,-268.43,1688373495.093
437,12.15,-251.84,1688373495.093
438,16.84,-224.33,1688373495.094
439,16.05,-207.63,1688373495.095
440,14.82,-208.14,1688373495.095
441,5.66,-223.36,1688373495.097
442,-5.08,-230.57,1688373495.109
443,-13.38,-224.04,1688373495.11
444,-11.29,-201.79,1688373495.11
445,-2.16,-181.2,1688373495.111
446,9.23,-175.22,1688373495.113
447,16.3,-181.35,1688373495.117
448,10.78,-193.71,1688373495.128
449,1.77,-198.76,1688373495.129
450,-2.63,-198.19,1688373495.131
451,-0.61,-189.68,1688373495.136
452,5.45,-180.3,1688373495.137
453,9.23,-167.72,1688373495.137
454,12.04,-152.79,1688373495.145
455,13.16,-140.96,1688373495.147
456,12.01,-131.55,1688373495.15
457,11.39,-124.91,1688373495.152
458,4.65,-127.58,1688373495.161
459,-4.65,-134.0,1688373495.168
460,-8.98,-145.61,1688373495.168
461,-5.88,-155.89,1688373495.178
462,2.78,-160.94,1688373495.18
463,9.7,-150.33,1688373495.183
464,10.1,-136.31,1688373495.187
465,2.56,-123.72,1688373495.187
466,-6.78,-130.72,1688373495.189
467,-8.73,-157.29,1688373495.199
468,-1.55,-193.43,1688373495.205
469,8.55,-218.74,1688373495.205
470,13.67,-210.59,1688373495.207
471,13.99,-169.66,1688373495.214
472,4.65,-115.79,1688373495.223
473,0.22,-74.46,1688373495.224
474,2.34,-68.23,1688373495.23
475,10.13,-88.42,1688373495.231
476,13.85,-111.1,1688373495.235
477,11.94,-121.92,1688373495.24
478,0.76,-128.99,1688373495.24
479,-11.9,-142.69,1688373495.241
480,-19.11,-175.68,1688373495.247
481,-22.21,-210.48,1688373495.249
482,-23.94,-224.33,1688373495.253
483,-21.64,-209.26,1688373495.257
484,-20.59,-172.22,1688373495.265
485,-14.53,-131.98,1688373495.293
486,-7.46,-92.82,1688373495.301
487,-1.73,-67.22,1688373495.303
488,-1.51,-53.19,1688373495.305
489,-5.37,-53.48,1688373495.305
490,-11.43,-62.82,1688373495.305
491,-18.68,-71.11,1688373495.305
492,-18.46,-62.67,1688373495.305
493,-17.53,-40.64,1688373495.306
494,-14.75,-17.71,1688373495.306
495,-12.26,-3.93,1688373495.307
496,-12.12,8.73,1688373495.309
497,-11.0,24.88,1688373495.317
498,-7.43,51.49,1688373495.32
499,-6.24,85.35,1688373495.322
500,-7.43,110.6,1688373495.333
501,-11.9,114.2,1688373495.335
502,-13.31,97.18,1688373495.341
503,-12.58,68.37,1688373495.344
504,-7.72,39.74,1688373495.345
505,-4.87,31.62,1688373495.353
506,-8.04,56.4,1688373495.355
507,-9.16,106.09,1688373495.357
508,-5.41,164.36,1688373495.362
509,2.92,204.46,1688373495.363
510,11.32,215.28,1688373495.37
511,13.81,206.26,1688373495.375
512,12.08,193.97,1688373495.377
513,8.11,193.46,1688373495.378
514,7.07,201.0,1688373495.381
515,10.82,210.7,1688373495.389
516,10.71,216.47,1688373495.419
517,5.41,219.28,1688373495.42
518,-2.16,222.89,1688373495.45
519,-6.53,227.9,1688373495.458
520,-3.71,226.56,1688373495.46
521,4.98,223.28,1688373495.463
522,13.09,212.5,1688373495.464
523,8.62,200.1,1688373495.464
524,-2.52,184.19,1688373495.464
525,-18.21,174.17,1688373495.465
526,-20.84,160.58,1688373495.465
527,-10.53,149.9,1688373495.466
528,8.76,137.14,1688373495.466
529,27.48,121.2,1688373495.467
530,29.35,104.54,1688373495.467
531,20.73,86.18,1688373495.467
532,7.61,69.45,1688373495.467
533,-4.62,50.99,1688373495.467
534,-8.51,36.17,1688373495.467
535,-9.59,23.33,1688373495.467
536,-4.76,7.21,1688373495.477
537,2.56,-16.66,1688373495.481
538,13.52,-52.79,1688373495.483
539,25.24,-100.57,1688373495.483
540,23.08,-138.43,1688373495.485
541,12.51,-149.29,1688373495.493
542,-4.62,-122.42,1688373495.498
543,-15.47,-74.43,1688373495.501
544,-14.82,-29.61,1688373495.503
545,-8.33,-12.22,1688373495.51
546,0.4,-16.12,1688373495.516
547,3.03,-29.03,1688373495.518
548,-0.07,-31.52,1688373495.53
549,-3.93,-32.31,1688373495.532
550,-3.86,-40.17,1688373495.532
551,-0.43,-60.36,1688373495.539
552,2.45,-76.09,1688373495.544
553,4.26,-75.15,1688373495.544
554,1.51,-56.94,1688373495.547
555,-0.83,-33.5,1688373495.554
556,0.72,-23.73,1688373495.555
557,8.04,-37.57,1688373495.557
558,13.92,-72.41,1688373495.565
559,17.02,-119.25,1688373495.566
560,10.24,-159.85,1688373495.569
561,2.2,-178.21,1688373495.572
562,-6.96,-166.89,1688373495.583
563,-7.5,-135.91,1688373495.585
564,-2.31,-104.83,1688373495.59
565,3.89,-77.49,1688373495.59
566,7.46,-47.49,1688373495.592
567,4.47,2.52,1688373495.599
568,0.04,65.88,1688373495.608
569,-4.11,128.7,1688373495.609
570,-1.26,165.62,1688373495.61
571,4.54,173.7,1688373495.618
572,9.56,166.27,1688373495.621
573,8.65,164.65,1688373495.626
574,2.45,170.35,1688373495.627
575,-6.64,181.49,1688373495.633
576,-10.42,192.63,1688373495.635
577,-8.4,198.55,1688373495.641
578,-0.07,202.4,1688373495.642
579,4.72,205.22,1688373495.65
580,7.18,201.76,1688373495.653
581,0.94,192.2,1688373495.656
582,-3.89,172.29,1688373495.658
583,-4.65,147.74,1688373495.664
584,-7.21,129.17,1688373495.664
585,-4.58,126.97,1688373495.666
586,-1.77,138.11,1688373495.669
587,1.05,155.35,1688373495.671
588,4.0,165.19,1688373495.673
589,5.23,161.73,1688373495.677
590,1.37,147.88,1688373495.683
591,-6.31,138.04,1688373495.685
592,-15.43,136.52,1688373495.689
593,-21.89,139.44,1688373495.696
594,-26.43,146.55,1688373495.698
595,-26.94,151.45,1688373495.704
596,-21.89,160.11,1688373495.706
597,-16.7,167.32,1688373495.708
598,-13.27,176.98,1688373495.711
599,-10.78,181.96,1688373495.72
600,-12.12,180.34,1688373495.725
601,-15.94,177.96,1688373495.728
602,-16.01,175.94,1688373495.729
603,-16.34,177.27,1688373495.739
604,-20.19,183.55,1688373495.741
605,-21.71,192.52,1688373495.757
606,-23.98,203.78,1688373495.758
607,-22.21,216.9,1688373495.794
608,-12.08,227.72,1688373495.819
609,-4.51,235.51,1688373495.82
610,-0.4,236.08,1688373495.822
611,-3.28,235.51,1688373495.824
612,-11.07,238.72,1688373495.831
613,-13.38,247.62,1688373495.831
614,-7.36,258.12,1688373495.831
615,4.87,269.8,1688373495.831
616,12.69,279.28,1688373495.831
617,13.52,282.78,1688373495.832
618,2.49,287.0,1688373495.832
619,-8.94,286.68,1688373495.832
620,-12.55,284.77,1688373495.835
621,-9.95,281.99,1688373495.835
622,-0.5,281.23,1688373495.835
623,5.95,283.07,1688373495.835
624,5.48,284.62,1688373495.835
625,5.84,283.47,1688373495.835
626,2.92,277.73,1688373495.835
627,2.7,270.74,1688373495.836
628,1.98,262.84,1688373495.848
629,0.22,258.73,1688373495.848
630,-2.34,252.53,1688373495.849
631,-3.14,242.9,1688373495.851
632,-0.36,229.88,1688373495.854
633,3.03,212.03,1688373495.862
634,6.92,198.4,1688373495.865
635,9.63,188.13,1688373495.868
636,5.16,178.97,1688373495.878
637,1.44,173.56,1688373495.882
638,-0.58,167.21,1688373495.882
639,-2.24,163.96,1688373495.886
640,-0.72,159.53,1688373495.896
641,-3.14,160.86,1688373495.897
642,-8.01,162.92,1688373495.901
643,-12.4,167.64,1688373495.905
644,-12.19,175.0,1688373495.932
645,-10.2,179.72,1688373495.94
646,-5.3,180.7,1688373495.942
647,1.19,184.27,1688373495.952
648,6.42,191.05,1688373495.953
649,8.8,202.91,1688373495.953
650,9.38,217.87,1688373495.953
651,2.06,231.47,1688373495.953
652,-5.26,236.84,1688373495.954
653,-7.28,242.11,1688373495.954
654,-6.42,245.14,1688373495.954
655,-1.05,250.15,1688373495.957
656,2.52,256.82,1688373495.958
657,3.82,261.22,1688373495.959
658,4.15,265.51,1688373495.968
659,8.91,265.44,1688373495.971
660,11.58,267.28,1688373495.977
661,9.48,264.39,1688373495.977
662,3.17,264.18,1688373495.982
663,-4.26,260.39,1688373495.982
664,-7.25,256.57,1688373495.99
665,-7.25,250.4,1688373495.99
666,-10.64,245.32,1688373495.992
667,-17.85,238.83,1688373496.001
668,-28.31,238.28,1688373496.005
669,-26.9,241.6,1688373496.007
670,-14.42,245.78,1688373496.011
671,1.37,246.76,1688373496.017
672,8.15,240.3,1688373496.02
673,-1.12,228.94,1688373496.023
674,-13.74,215.64,1688373496.028
675,-18.82,210.55,1688373496.034
676,-15.65,210.77,1688373496.036
677,-6.96,213.29,1688373496.045
678,-7.36,211.49,1688373496.046
679,-17.92,194.62,1688373496.053
680,-30.61,154.41,1688373496.055
681,-35.63,96.28,1688373496.058
682,-31.05,39.09,1688373496.059
683,-23.51,6.85,1688373496.059
684,-12.69,14.53,1688373496.063
685,-7.14,45.94,1688373496.071
686,-1.12,71.18,1688373496.076
687,3.86,72.91,1688373496.077
688,6.64,65.52,1688373496.08
689,6.24,78.9,1688373496.089
690,5.3,123.9,1688373496.092
691,-2.31,172.69,1688373496.094
692,-11.29,191.19,1688373496.105
693,-21.49,170.13,1688373496.107
694,-24.3,140.71,1688373496.109
695,-20.73,134.04,1688373496.115
696,-9.16,161.98,1688373496.116
697,3.39,198.01,1688373496.117
698,6.53,218.52,1688373496.125
699,1.95,214.52,1688373496.128
700,-5.19,199.66,1688373496.128
701,-12.04,190.18,1688373496.181
702,-11.21,187.69,1688373496.184
703,-6.56,185.6,1688373496.199
704,-1.23,177.81,1688373496.199
705,1.66,161.01,1688373496.199
706,2.02,139.23,1688373496.2
707,-1.98,126.17,1688373496.2
708,-6.24,126.75,1688373496.2
709,-7.36,145.97,1688373496.2
710,-8.4,172.08,1688373496.21
711,-8.69,190.72,1688373496.21
712,-6.85,196.71,1688373496.21
713,-6.67,190.76,1688373496.21
714,-5.05,182.32,1688373496.21
715,-2.31,178.32,1688373496.21
716,-1.48,179.18,1688373496.21
717,-1.26,185.93,1688373496.212
718,0.18,193.1,1688373496.212
719,4.65,199.16,1688373496.212
720,9.27,203.16,1688373496.214
721,13.27,199.2,1688373496.22
722,6.64,193.57,1688373496.226
723,-4.72,183.55,1688373496.227
724,-9.23,178.46,1688373496.229
725,-4.11,176.51,1688373496.236
726,8.51,174.13,1688373496.238
727,19.26,169.84,1688373496.246
728,14.24,163.89,1688373496.247
729,1.15,158.92,1688373496.249
730,-11.5,154.88,1688373496.252
731,-14.89,155.38,1688373496.252
732,-4.33,155.45,1688373496.255
733,8.98,156.18,1688373496.263
734,15.65,156.93,1688373496.269
735,15.58,155.35,1688373496.27
736,5.19,154.08,1688373496.273
737,-7.54,149.54,1688373496.279
738,-16.15,145.36,1688373496.28
739,-17.42,143.37,1688373496.286
740,-7.83,143.3,1688373496.288
741,8.62,146.8,1688373496.297
742,23.58,149.76,1688373496.3
743,31.16,153.04,1688373496.303
744,26.11,154.05,1688373496.306
745,8.37,151.02,1688373496.309
746,-11.65,140.74,1688373496.316
747,-24.16,131.08,1688373496.318
748,-24.59,125.2,1688373496.321
749,-13.23,121.88,1688373496.325
750,0.0,125.02,1688373496.334
751,8.29,129.42,1688373496.339
752,12.98,135.98,1688373496.343
753,13.81,144.49,1688373496.343
754,14.24,154.59,1688373496.349
755,16.77,158.66,1688373496.352
756,12.8,157.87,1688373496.359
757,9.12,144.49,1688373496.361
758,4.87,129.42,1688373496.365
759,4.29,119.86,1688373496.365
760,4.29,117.09,1688373496.368
761,3.89,120.62,1688373496.374
762,-1.8,123.9,1688373496.377
763,-7.36,117.01,1688373496.389
764,-11.39,106.16,1688373496.39
765,-9.77,94.98,1688373496.393
766,-6.06,88.42,1688373496.393
767,0.83,91.16,1688373496.395
768,5.19,96.79,1688373496.404
769,13.99,103.74,1688373496.41
770,20.52,106.74,1688373496.411
771,27.23,102.09,1688373496.418
772,22.18,91.56,1688373496.424
773,12.01,76.27,1688373496.425
774,-2.2,60.83,1688373496.428
775,-11.29,54.52,1688373496.429
776,-10.57,56.22,1688373496.44
777,-7.14,58.6,1688373496.442
778,-1.51,61.66,1688373496.446
779,2.09,63.18,1688373496.449
780,3.93,64.73,1688373496.456
