,Left_ch,Right_ch,time
0,-2.96,-9.59,1688373467.782
1,-1.41,-2.81,1688373467.782
2,-1.01,1.77,1688373467.782
3,1.84,6.6,1688373467.782
4,3.64,14.24,1688373467.782
5,3.68,21.71,1688373467.782
6,4.36,30.04,1688373467.797
7,3.25,38.48,1688373467.797
8,2.85,42.55,1688373467.797
9,2.7,38.01,1688373467.797
10,2.92,26.76,1688373467.797
11,3.89,9.34,1688373467.797
12,5.7,-0.79,1688373467.813
13,4.22,-5.77,1688373467.813
14,2.06,-1.77,1688373467.829
15,0.11,4.83,1688373467.829
16,2.34,8.08,1688373467.844
17,5.52,2.67,1688373467.875
18,9.99,-6.2,1688373467.875
19,9.99,-12.26,1688373467.891
20,6.96,-13.49,1688373467.891
21,3.93,-6.71,1688373467.891
22,1.95,2.16,1688373467.891
23,4.0,7.72,1688373467.891
24,6.38,9.48,1688373467.891
25,8.91,11.21,1688373467.891
26,11.21,17.53,1688373467.891
27,11.39,24.2,1688373467.891
28,11.79,30.83,1688373467.891
29,8.8,33.18,1688373467.891
30,4.65,29.5,1688373467.891
31,1.84,25.03,1688373467.891
32,0.61,19.8,1688373467.891
33,4.36,20.73,1688373467.891
34,9.12,25.03,1688373467.891
35,14.5,30.25,1688373467.907
36,15.25,29.68,1688373467.907
37,14.5,21.56,1688373467.907
38,9.09,6.27,1688373467.907
39,0.87,-5.99,1688373467.922
40,-6.06,-15.15,1688373467.922
41,-7.39,-20.34,1688373467.922
42,-0.11,-25.57,1688373467.938
43,12.33,-23.87,1688373467.938
44,23.26,-18.68,1688373467.938
45,21.13,-11.32,1688373467.938
46,9.02,-4.8,1688373467.954
47,-5.34,-7.39,1688373467.954
48,-12.22,-13.77,1688373467.954
49,-9.52,-20.19,1688373467.954
50,-2.67,-18.17,1688373467.969
51,0.83,-16.59,1688373467.969
52,-3.64,-16.59,1688373467.969
53,-10.06,-21.28,1688373467.985
54,-12.15,-22.57,1688373467.985
55,-9.95,-21.74,1688373467.985
